ID,Lat,Lon,Country,B2,B3,B4,B8,ndvi,ndwi,evi,savi,gndvi,msavi2,pvi,vrpi
ID_Z79AVIRGE3E1,34.06032782,70.67200584,0,0.1263333261013031,0.17523333430290222,0.20988889038562775,0.30711111426353455,0.18805072147703766,-0.2734099674052076,0.1201056901311731,0.143395609783865,0.2734099674052076,0.13110526886579632,0.2734228735095562,1.4632080511706975
ID_5YMARFPBSTDF,14.290849,33.316807,2,0.07750000059604645,0.11381666362285614,0.15524999797344208,0.2082500010728836,0.14580468566297583,-0.29321052999769404,0.06801412079369007,0.09206717398606183,0.29321052999769404,0.07926823836361663,0.19250141503114243,1.3413848875444623
ID_XJAAMVGW5WRD,34.29816388,70.3838412,0,0.0589941181242466,0.10231764614582062,0.1075705885887146,0.3477529287338257,0.5274982095312499,-0.5453262139024243,0.309768689627689,0.3771219944709365,0.5453262139024243,0.3595722778610604,0.14845986744620196,3.232788193280454
ID_QPA2ZDG5PY1Q,34.28828518,70.34004569,0,0.1662764698266983,0.22278235852718353,0.2679470479488373,0.320994108915329,0.09007192034080666,-0.18061051970500783,0.06309106843371841,0.07307152544300713,0.18061051970500783,0.06737802300640172,0.34846463202946587,1.1979759111830957
ID_6D13XY27TWND,34.05544997,70.66789003,0,0.08942221850156784,0.13587777316570282,0.1600666642189026,0.31914445757865906,0.33195764063872757,-0.4027642432176421,0.1977500005921786,0.2436825774625601,0.4027642432176421,0.2251393602416727,0.20996215429128437,1.9938221311478461
ID_NBUO51LOXDEH,32.303507,48.25588,1,0.10318666696548462,0.14745333790779114,0.19419999420642853,0.2760866582393646,0.1741207487116055,-0.30370997190754284,0.09822156779954948,0.1265914518557868,0.30370997190754284,0.11386526547764464,0.24383626598585803,1.4216615163535644
ID_S4FZH0QBZOPN,32.310065,48.291633,1,0.11628749966621399,0.16130000352859497,0.201712504029274,0.3096500039100647,0.211078243330258,-0.3150015883602933,0.13101049267628595,0.160087257091497,0.3150015883602933,0.14658279082379966,0.2582743220300551,1.5351056465251456
ID_225U8617WSMV,34.28343731,70.41526401,0,0.16667059063911438,0.21528823673725128,0.2473764717578888,0.29532352089881897,0.08834908750636326,-0.15674391152310962,0.06269420098144741,0.06897532772408291,0.15674391152310962,0.0627626670354462,0.3279392377511668,1.1938221885056906
ID_D055INURBWBL,14.159335,33.200565,2,0.06942500174045563,0.10929166525602341,0.14706666767597198,0.18514999747276306,0.11463401385882006,-0.25763450563928386,0.04923945086430059,0.06864197400442244,0.25763450563928386,0.058042463278391354,0.1832301089770714,1.2589528300233133
ID_KSCSPRYSEH64,14.408438,33.32588,2,0.08816521614789963,0.12693043053150177,0.16726957261562347,0.24384348094463348,0.1862599780422359,-0.3153216739216475,0.09654880363495033,0.12606653152941424,0.3153216739216475,0.11126517947847558,0.2099772466671704,1.4577874333724326
ID_0VNXL2Q6J4DC,14.227158,33.482636,2,0.07261666655540466,0.1113833338022232,0.15263333916664124,0.27816668152809143,0.29139585963577247,-0.4281436045752588,0.15222235761089065,0.202299107601686,0.4281436045752588,0.1827872231004919,0.18895285992558147,1.8224503443798479
ID_3I9MVT5RFLMD,34.26070679,70.32226743,0,0.199435293674469,0.25109410285949707,0.28895294666290283,0.3220352828502655,0.054145619488811546,-0.12377864712505533,0.04241357070424946,0.04466609362980279,0.12377864712505533,0.04128094640634239,0.38280811626190747,1.1144903921881684
ID_FAXB9O0ADKUU,14.194819,33.38445,2,0.10915832966566086,0.14758333563804626,0.18538333475589752,0.21708333492279053,0.07876428672267671,-0.19058500514416954,0.041967414853167816,0.052688926747033314,0.19058500514416954,0.04566058516656957,0.2369553159633043,1.1709970327625934
ID_RJD8BACKOCFA,32.085846,48.238992,1,0.09523999691009521,0.13872000575065613,0.17378666996955872,0.29317334294319153,0.2556678723493606,-0.35761916144261197,0.14724612718472305,0.18519898141497168,0.35761916144261197,0.16839289669954338,0.22236242185803426,1.6869725566094633
ID_FFUA5GRFDY62,14.284022,33.262998,2,0.078166663646698,0.11255833506584167,0.15424999594688416,0.19748333096504211,0.12291509422132055,-0.2739147837334254,0.056266541753162376,0.07613885764263721,0.2739147837334254,0.06501489148543094,0.19095140754235895,1.2802809475148726
ID_S9PPVUBPVU3G,14.360468,33.157536,2,0.07954999804496765,0.12103333324193954,0.1421249955892563,0.2614833414554596,0.29572814759022076,-0.3671735574001502,0.15729795828603063,0.19813619624720785,0.3671735574001502,0.17741126749389324,0.18667774941567222,1.839812485983472
ID_ZS04D4TH0VOK,34.29350273,70.39832917,0,0.12302941083908081,0.17422941327095032,0.20900587737560272,0.3082588315010071,0.19188039010231514,-0.27778794547296015,0.12107167290757542,0.14635269452384495,0.27778794547296015,0.1338876944788443,0.2721017185287243,1.474881163016472
ID_WCVQ3NFKNRJ2,32.455143,48.364486,1,0.18821249902248383,0.24408124387264252,0.2865562438964844,0.3195437490940094,0.054425846525364356,-0.1338877909302219,0.040542935172348395,0.044734886637606906,0.1338877909302219,0.04129125389465926,0.37641750029253135,1.1151170351375816
ID_PDPOUEXBHPY8,14.323278,33.257249,2,0.10907500237226486,0.1507166624069214,0.1929166615009308,0.23016667366027832,0.08804414890308553,-0.20859408572114446,0.047464212878952146,0.06053084928595659,0.20859408572114446,0.052934551706940725,0.24481084659742228,1.1930886211151224
ID_XFF0KHBYXV6S,32.280331,48.393053,1,0.057725001126527786,0.09453749656677246,0.11071249842643738,0.427949994802475,0.5889355586545785,-0.638125321166926,0.3823779794522433,0.4581432829876738,0.638125321166926,0.4519077696776042,0.14558363769646784,3.8654171921413663
ID_3DRUZOA3UAGE,32.213676,48.393412,1,0.0872500017285347,0.13196249306201935,0.14659999310970306,0.3558500111103058,0.41645938151684836,-0.458962236788411,0.26469335574515035,0.3131079112969085,0.458962236788411,0.29551153704636546,0.1972451711827402,2.427353532302131
ID_DAOBPJI382OT,32.292997,48.452791,1,0.04931249842047691,0.09066250175237656,0.07852499932050705,0.3610999882221222,0.6427637120472244,-0.5986275808002816,0.38645210888034,0.4510975005687498,0.5986275808002816,0.44116759852955667,0.1199410886322336,4.598535388052143
ID_L2U7DUSPD3J0,14.449581,33.143073,2,0.12136521935462952,0.1575043499469757,0.20260868966579437,0.2449304312467575,0.09456545719325553,-0.2172428561975975,0.05459660217674464,0.06699735237348949,0.2172428561975975,0.05916234782820573,0.25662794349078505,1.2088841384383533
ID_3PR0OWONVC1U,32.125102,48.22381,1,0.09293333441019058,0.1374933272600174,0.17022666335105896,0.30958667397499084,0.29044630439114266,-0.3849274095007268,0.17058085827303404,0.213346775321896,0.3849274095007268,0.19581915982160691,0.21881849089294306,1.8186732200497246
ID_7RT6AGC8VZMB,32.325875,48.283369,1,0.05488000065088272,0.09165333211421967,0.10216666758060455,0.3439199924468994,0.5419425114649008,-0.5791600314065652,0.31288448470703745,0.38329468390231836,0.5791600314065652,0.3657000598646355,0.13725290981310817,3.366264170019671
ID_VEJVIZMW7UKA,34.09326866,70.66235889,0,0.07731111347675323,0.12654444575309753,0.14314444363117218,0.3634110987186432,0.4348321885211159,-0.48344519342245645,0.26821809471641056,0.32824813806090025,0.48344519342245645,0.31119246881234186,0.19105975110796222,2.538771953000236
ID_TZ41S7PT1ZYC,32.133277,48.326667,1,0.0706624984741211,0.11451250314712524,0.12408749759197235,0.2930999994277954,0.405123602800145,-0.4381305655555674,0.22420562012956727,0.27640886250357444,0.4381305655555674,0.2536719639858813,0.16885147448470242,2.3620429544930808
ID_J731FLUQT2A5,14.427572,33.202541,2,0.10038695484399796,0.1450347900390625,0.19690434634685516,0.2743739187717438,0.1643818061615744,-0.30838446130365327,0.09098557859297635,0.11964064553955983,0.30838446130365327,0.10750375057996597,0.24455349503116336,1.3934375947619904
ID_0SF4RCN504DQ,34.24440986,70.31629921,0,0.159011110663414,0.187133327126503,0.21354444324970245,0.2972888946533203,0.16393693439701856,-0.22739577701884323,0.12084578600182345,0.12427041372222547,0.22739577701884323,0.1130515975624079,0.283936808751983,1.3921640391536367
ID_453BYQRUDLDH,34.25022234,70.33514029,0,0.021441176533699036,0.06406470388174057,0.03955882415175438,0.47811177372932434,0.8471660383507352,-0.7636758268672145,0.5641800878128574,0.6464070257468778,0.7636758268672145,0.6959828266983876,0.07529400276067498,12.08609669223752
ID_5TSI3J199GYJ,34.26373295,70.34816968,0,0.07240000367164612,0.11829999834299088,0.12267646938562393,0.32913529872894287,0.45695761800291745,-0.47120846693517837,0.2712647894746137,0.32536710974737826,0.47120846693517837,0.30516231763955937,0.1704241935550043,2.682953792013134
ID_78PK6N1TP36H,32.302968,48.248873,1,0.11980000138282776,0.17151999473571777,0.23021332919597626,0.37729331851005554,0.24210432901345016,-0.37494229605575724,0.15814429531720217,0.19920420742221912,0.37494229605575724,0.18774013849111948,0.28708410881418633,1.6388856363259179
ID_HRZAVE6WD5V9,14.459912,33.229671,2,0.07811304181814194,0.11387825757265091,0.15822608768939972,0.2098521739244461,0.14025844940880472,-0.29646244842649533,0.06562523154158066,0.0892075435786197,0.29646244842649533,0.07689250984215301,0.1949455112929678,1.3262804951380027
ID_9UBU78S4KY2A,34.25899866,70.33512191,0,0.13370588421821594,0.1732058823108673,0.1893647015094757,0.2915705740451813,0.21251481796138313,-0.25467015403990045,0.14345039707560228,0.15628840416292694,0.25467015403990045,0.141822754793122,0.25663060582256914,1.5397303284138795
ID_PDHX6WPOVWRB,32.292368,48.258036,1,0.07191333174705505,0.11760666966438293,0.15557333827018738,0.3746933341026306,0.413226037480223,-0.5222154427606237,0.24776351796672924,0.31902419301953977,0.5222154427606237,0.3029867335996369,0.19502408141067462,2.4084675322187477
ID_BZX6I8Y6G1T9,34.09144959,70.7531659,0,0.05335555598139763,0.09708888828754425,0.10253333300352097,0.3440222144126892,0.5407812819848133,-0.5597984829979531,0.3097886827182225,0.38268575267720095,0.5597984829979531,0.365069465591093,0.1412067158662157,3.355223168263491
ID_Q1IW96RP307O,34.30222921,70.40841074,0,0.0652882382273674,0.1084941178560257,0.1198529377579689,0.33598822355270386,0.47414604941178334,-0.5118180960252884,0.2761328760939094,0.3391807570282362,0.5118180960252884,0.31964944103744897,0.1616653961074316,2.8033374053058147
ID_TVUFHH090MVE,14.369631,33.277551,2,0.08451666682958603,0.12471666932106018,0.1811666637659073,0.23653332889080048,0.13255127148253748,-0.30952708684627783,0.0655359308903479,0.09049798229475092,0.30952708684627783,0.07945797984993308,0.2199445558921793,1.3056117719120481
ID_ZPO98G9T796H,32.150165,48.297831,1,0.09972500056028366,0.14686250686645508,0.19654999673366547,0.3351750075817108,0.26070809106773585,-0.3906594301707719,0.1569454507710697,0.20154354639301342,0.3906594301707719,0.18689476602485133,0.2453578960194749,1.7052913413979283
ID_6JY5PGVW90D9,14.30603,33.22985,2,0.07967499643564224,0.1143999993801117,0.15283332765102386,0.196316659450531,0.12454055106941603,-0.2636378119496589,0.05737517755048669,0.07681210468117226,0.2636378119496589,0.06553125487197509,0.19090674660434284,1.2845147224615563
ID_3Q700UD8YAPM,14.206138,33.384899,2,0.10544166713953018,0.14630000293254852,0.2011333405971527,0.26901665329933167,0.14438650129414915,-0.29547731477994904,0.0805734644111379,0.10495796494756585,0.29547731477994904,0.0940203661633604,0.2487133119835646,1.33750402842531
ID_0W9340EJVHD2,32.37124,48.348946,1,0.07138749957084656,0.10622499883174896,0.13189999759197235,0.2581374943256378,0.32365477511667345,-0.4169268197104747,0.1667457799883472,0.21275086366589457,0.4169268197104747,0.1904250082598251,0.16935571954193746,1.9570697425194532
ID_VEQSIZ7OH0UQ,34.05803047,70.67193146,0,0.07804444432258606,0.12278889119625092,0.14518888294696808,0.3050444424152374,0.3550504826351273,-0.42599661340201034,0.20096944578210513,0.2523415384437338,0.42599661340201034,0.2319951990450696,0.19014973976472632,2.1010179031865577
ID_AKMOKH9K8ZIW,14.483268,33.263896,2,0.0855909064412117,0.12700000405311584,0.17721818387508392,0.27616363763809204,0.21823868771971178,-0.369982851031056,0.11657504249959945,0.15567548834626171,0.369982851031056,0.14012976679033662,0.2180258831549009,1.5583256277626227
ID_L0RJI5FIQEQ8,14.529621,33.48039,2,0.07482727617025375,0.11616363376379013,0.16181817650794983,0.2630000114440918,0.23817679611110373,-0.3872638622824625,0.12097992799521182,0.16411090783184668,0.3872638622824625,0.14671651532286656,0.19919616476620722,1.6252810229336079
ID_B3ORMFDAYD1U,32.102285,48.429524,1,0.06315000355243683,0.09917499870061874,0.10807500034570694,0.26460000872612,0.42000403721797575,-0.45474539660016766,0.21748268941166493,0.2690434699400164,0.45474539660016766,0.24348278910738907,0.14668294402210602,2.448299864721034
ID_LDCQIN7Q7D3A,32.404298,48.276362,1,0.0395466648042202,0.09192000329494476,0.061533331871032715,0.5377799868583679,0.7946538815406637,-0.708051438042535,0.5914711525696689,0.6498329187048149,0.708051438042535,0.6849429265187774,0.11061481789025061,8.739653298565033
ID_TGFJKT66QTS5,14.197963,33.263447,2,0.10145833343267441,0.13583333790302277,0.1692499965429306,0.22014999389648438,0.130713915262597,-0.23685562907464855,0.06903040193374958,0.08584438593552193,0.23685562907464855,0.07453709207217996,0.2170167205900476,1.3007385429437388
ID_GXCBEEGED0L5,32.061591,48.198298,1,0.14740000665187836,0.21766667068004608,0.29633334279060364,0.4341866672039032,0.1887057473132545,-0.33216060107435486,0.13087216633665918,0.1680427664243123,0.33216060107435486,0.16153015855666664,0.36768495967932796,1.46519680544592
ID_9DCL29DYP54J,32.124833,48.310228,1,0.10869999974966049,0.16257500648498535,0.2148749977350235,0.36524999141693115,0.2592113708146423,-0.38398140621905147,0.16351773314256904,0.20882998985141413,0.38398140621905147,0.1959910278735325,0.26944739261165507,1.699825457903413
ID_W51I0PT12GTA,34.2724922,70.34944908,0,0.16105882823467255,0.220594123005867,0.26544705033302307,0.3720000088214874,0.16715577703000592,-0.2554967686715649,0.12130752624334258,0.14051593561769923,0.2554967686715649,0.1322175418707321,0.34514330883740174,1.401409465107206
ID_MICXEFLUWVJ9,34.16855323,70.77184251,0,0.14822222292423248,0.21347777545452118,0.26455554366111755,0.34272223711013794,0.1287165378416234,-0.23237047597260146,0.08597357427865786,0.10589035760463111,0.23237047597260146,0.09851300441957611,0.3399446959357366,1.2954642052375513
ID_YNDJOQF1N0VW,32.415078,48.162904,1,0.12201303988695145,0.1708521693944931,0.2397739142179489,0.3298478126525879,0.15812932369960478,-0.31754673249248166,0.097198893265313,0.1263164764306548,0.31754673249248166,0.11675623698014548,0.2944180594430323,1.37566179260336
ID_81HMDUBS3XH7,32.323091,48.275374,1,0.11004666984081268,0.165993332862854,0.22968000173568726,0.4572266638278961,0.3312628534555195,-0.4673042144210207,0.22641947232330406,0.28757104753156226,0.4673042144210207,0.27811727517341267,0.28338434987173083,1.9907116874462
ID_AD3YDZL1XCH5,32.235415,48.55439,1,0.07451249659061432,0.10939999669790268,0.09903749823570251,0.4823249876499176,0.6592917477816496,-0.6302336403169464,0.505087843907715,0.531672997376511,0.6302336403169464,0.5369179799221759,0.14756959488420335,4.870124914726914
ID_07TOMJZX2GTF,34.08938649,70.6624717,0,0.2395777851343155,0.30612221360206604,0.3564777672290802,0.4155111014842987,0.07646915214413043,-0.15158514108947568,0.06717706484667102,0.06961539016642213,0.15158514108947568,0.06692762979129141,0.46987999339114156,1.1656017280238473
ID_RNBJNOSWS1OF,14.186554,33.23515,2,0.13493333756923676,0.1851000040769577,0.24379999935626984,0.31113332509994507,0.12133588446802303,-0.25397995985484806,0.07643118629536184,0.09574063713228054,0.25397995985484806,0.0877588580357953,0.3061052942949647,1.2761826329838488
ID_845YHZ9HALK5,14.502851,33.323814,2,0.09141818434000015,0.13289090991020203,0.18107272684574127,0.23189090192317963,0.12305726591208911,-0.271395088245784,0.06225082247474281,0.08349430384093792,0.271395088245784,0.07308293129513033,0.2246048226198936,1.2806506311728059
ID_D7LUTUIQZ7FS,32.249249,48.334752,1,0.04807500168681145,0.07571250200271606,0.08030000329017639,0.2429250031709671,0.5031324824193041,-0.5247734445984528,0.23842467251161079,0.2963193512182261,0.5247734445984528,0.2668078321143037,0.11036518240783016,3.0252178482872574
ID_7JQ221APF44L,14.460181,33.126903,2,0.11833043396472931,0.1602521687746048,0.21698260307312012,0.2765043377876282,0.12061460959977834,-0.2661715790522716,0.07040152676735768,0.08986791713075608,0.2661715790522716,0.08086397296253633,0.269744708258293,1.274315700298102
ID_SUNMRBSEIX7H,14.306749,33.329653,2,0.08941666781902313,0.1330583393573761,0.18548333644866943,0.2554999887943268,0.1587739225901022,-0.3151178100322338,0.08248048462646072,0.11161194433638316,0.3151178100322338,0.09918685592487608,0.22827305967343794,1.3774821700225008
ID_GT3TWM2QR2I7,32.381841,48.305018,1,0.07598750293254852,0.12620000541210175,0.1491750031709671,0.3811500072479248,0.43742044881821773,-0.5025130491258392,0.2719051200827915,0.3377211099378903,0.5025130491258392,0.3221550814041364,0.1953960668413583,2.555052784621662
ID_JFOA025TW7YZ,32.261107,48.177367,1,0.06565999984741211,0.09560000151395798,0.11004666984081268,0.2463066726922989,0.3823732980386601,-0.4407830631800606,0.19271121884805834,0.23867484848326662,0.4407830631800606,0.21296471484341772,0.14577252770162696,2.238201965117093
ID_BRUG2R3A8KMO,14.560792,33.502848,2,0.060945454984903336,0.10380908846855164,0.18887272477149963,0.2674545347690582,0.17220494361147043,-0.44077964028211025,0.08086212303931187,0.1232556259590119,0.44077964028211025,0.11032224752205766,0.21552084124576498,1.41605695101094
ID_NZFWCYVAX8W1,14.170834,33.396398,2,0.04169166833162308,0.07743333280086517,0.09790833294391632,0.1983249932527542,0.33897826958932653,-0.43839713629673854,0.13633495875740334,0.18917192424328683,0.43839713629673854,0.16276502874477927,0.12482773204903753,2.025619140776898
ID_TDXUMBV0TZKA,32.33405,48.142513,1,0.053226668387651443,0.10226666927337646,0.08408666402101517,0.46746665239334106,0.6950914389649149,-0.6410016216913484,0.4875168476342445,0.5468766762292128,0.6410016216913484,0.5560887886858659,0.13239727606885743,5.559343539618964
ID_8JS6LDZP3LI7,14.362534,33.257518,2,0.06630833446979523,0.10200833529233932,0.141566663980484,0.1749333292245865,0.10542390508831116,-0.26332258116326235,0.04370165114180202,0.06129822202409163,0.26332258116326235,0.051393700644350115,0.17449017399176833,1.2356957796837136
ID_4EBOFVEUNT0P,14.395772,33.535098,2,0.10264347493648529,0.14515651762485504,0.17452174425125122,0.32953912019729614,0.3075370195931339,-0.3884227869006069,0.1929464489372446,0.23158562608331107,0.3884227869006069,0.21464042931755922,0.22699835643782532,1.8882410418891602
ID_IKBRZSO6S1P2,32.137499,48.403383,1,0.08187499642372131,0.1260250061750412,0.1355624943971634,0.3294749855995178,0.4169825004292951,-0.4466519936298271,0.2536814225532267,0.30140667366052143,0.4466519936298271,0.2815664445722662,0.18509319833154358,2.430428763240668
ID_B9AM66XND0FN,34.25080661,70.30936596,0,0.20319999754428864,0.26260000467300415,0.3124823570251465,0.34691765904426575,0.052222173460630315,-0.13833504653012496,0.040564333009495565,0.044551451020151164,0.13833504653012496,0.04168544585183476,0.4081715153048445,1.1101991880339923
ID_O5DBOSUYXZ8O,14.299562,33.358669,2,0.13342499732971191,0.1927500069141388,0.25913333892822266,0.3583333194255829,0.1606564162700411,-0.3004687396572916,0.10374147775550137,0.13315830913939286,0.3004687396572916,0.12461939272020872,0.3229592118356274,1.382814426378528
ID_5FK4299SPHIA,14.463235,33.190145,2,0.08368261158466339,0.12566956877708435,0.17171303927898407,0.23903478682041168,0.16390043541006252,-0.31084141525428405,0.08201500484947737,0.11087879478629745,0.31084141525428405,0.09752958727185301,0.21278676738708227,1.392059611920614
ID_GDW55JLGOSR8,34.25062489,70.32877306,0,0.11715294420719147,0.14952941238880157,0.1634882390499115,0.1947764754295349,0.08733273223706883,-0.13141530436042587,0.04824489946018138,0.05468284292440063,0.13141530436042587,0.046596039091750696,0.2215568763929057,1.1913791264830456
ID_NQVMMMQWSTT2,34.05752673,70.66577259,0,0.0751444473862648,0.1182333305478096,0.12567777931690216,0.298799991607666,0.4078475344272587,-0.4329789766596606,0.23249063611038914,0.28089730938196283,0.4329789766596606,0.2585805898727046,0.17255151308074806,2.3775085240345346
ID_W5HP021GO32T,34.29005486,70.39170132,0,0.14198823273181915,0.18824705481529236,0.21845881640911102,0.289988249540329,0.14068216324082564,-0.21274296104534493,0.09314762826455544,0.10639542056261611,0.21274296104534493,0.09643034413562723,0.2883768508627233,1.3274275412957641
ID_TGWAMP5RB1MT,32.125372,48.41587,1,0.04470000043511391,0.08117499947547913,0.06777500361204147,0.30582499504089355,0.63717878021192,-0.5804909528387867,0.3456951320286648,0.4087396837155186,0.5804909528387867,0.38958715464798555,0.10574890852607544,4.512356750159703
ID_LX1ZKV3VGH7F,14.19437,33.226976,2,0.09377499669790268,0.12882499396800995,0.17010000348091125,0.21771666407585144,0.12278136701788554,-0.2565107774044025,0.06204108144225517,0.08045015767609895,0.2565107774044025,0.0697321822382937,0.2133773424125997,1.2799333311023933
