ID,Lat,Lon,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,Country
ID_3DRUZOA3UAGE,32.213676,48.393412,0.02059148997068405,0.06793191283941269,0.24825744330883026,0.21048298478126526,0.08087234199047089,0.11185957491397858,0.13472552597522736,0.16445957124233246,0.2319425493478775,0.26681914925575256,0.2727999985218048,0.2797638177871704,0.28165745735168457,0.00017659574223216623,0.0,0,0,0.002178723458200693,0.0004765957419294864,0.008306383155286312,0.01138723362237215,0.013736169785261154,0.14170213043689728,Iran
ID_DAOBPJI382OT,32.292997,48.452791,0.020363830029964447,0.032489363104104996,0.1692063808441162,0.09915532171726227,0.03927446901798248,0.0737510621547699,0.05692978575825691,0.1285170167684555,0.24532340466976166,0.27643829584121704,0.2850978672504425,0.29435107111930847,0.29294681549072266,0.00018085105693899095,0.0,0,0,0.0,0.0004297872364986688,0.004152174107730389,0.007521276827901602,0.005834042560309172,0.14064893126487732,Iran
ID_3PR0OWONVC1U,32.125102,48.22381,0.020547252148389816,0.06552857160568237,0.2685033082962036,0.19522197544574738,0.07729560136795044,0.1126076951622963,0.1271153837442398,0.17063406109809875,0.24704395234584808,0.27616044878959656,0.29833847284317017,0.30207252502441406,0.31498682498931885,0.00011208790965611115,0.0,0,0,0.0,0.0004967033164575696,0.00784175843000412,0.011448351666331291,0.012932967394590378,0.13324286043643951,Iran
ID_7RT6AGC8VZMB,32.325875,48.283369,0.020146235823631287,0.07737252861261368,0.27705806493759155,0.24326451122760773,0.09066559374332428,0.12551075220108032,0.15431936085224152,0.18180429935455322,0.2432042956352234,0.2732580602169037,0.28416988253593445,0.2855602204799652,0.29458925127983093,8.172042726073414e-05,0.0,0,0,0.0,0.00047419354086741805,0.009268817491829395,0.012808602303266525,0.015401075594127178,0.13561183214187622,Iran
ID_TZ41S7PT1ZYC,32.133277,48.326667,0.020751064643263817,0.04629574343562126,0.21125531196594238,0.1466042548418045,0.05915744602680206,0.091917023062706,0.08900851011276245,0.13184893131256104,0.24953830242156982,0.29390212893486023,0.30664893984794617,0.3089829683303833,0.31748297810554504,6.170212873257697e-05,0.0,0,0,0.0,0.00045744681847281754,0.0060510640032589436,0.009351063519716263,0.009095744229853153,0.14013616740703583,Iran
ID_78PK6N1TP36H,32.302968,48.248873,0.020097849890589714,0.06163010746240616,0.2568763494491577,0.20171397924423218,0.07952365279197693,0.11450107395648956,0.13327312469482422,0.16751612722873688,0.2605408728122711,0.30145055055618286,0.31599462032318115,0.3158709704875946,0.3152494728565216,5.59139771212358e-05,0.0,0,0,0.0,0.00046559140901081264,0.008144086226820946,0.011691397987306118,0.013322580605745316,0.14223118126392365,Iran
ID_PDHX6WPOVWRB,32.292368,48.258036,0.020144086331129074,0.06428602337837219,0.24153979122638702,0.20896022021770477,0.08100322633981705,0.11580000072717667,0.1310225874185562,0.16567419469356537,0.263866662979126,0.29930537939071655,0.3096494674682617,0.30942580103874207,0.30922365188598633,7.741935405647382e-05,0.0,0,0,0.0,0.000478494621347636,0.00849340669810772,0.011808602139353752,0.013513043522834778,0.14034193754196167,Iran
ID_ZPO98G9T796H,32.150165,48.297831,0.020653191953897476,0.05576170235872269,0.22879362106323242,0.17154042422771454,0.06999361515045166,0.10716383159160614,0.11217234283685684,0.16308297216892242,0.2608765959739685,0.2894127666950226,0.30033618211746216,0.30412551760673523,0.3113744556903839,9.999999747378752e-05,0.0,0,0,0.0,0.0004829787358175963,0.007185106165707111,0.010946808382868767,0.01143616996705532,0.1391446739435196,Iran
ID_0W9340EJVHD2,32.37124,48.348946,0.020293617621064186,0.0915127694606781,0.21204042434692383,0.1660234034061432,0.11275319010019302,0.14367659389972687,0.14474467933177948,0.18887446820735931,0.2659659683704376,0.2919915020465851,0.30247873067855835,0.30379149317741394,0.3076127767562866,0.001500000013038516,0.0,0,0,0.0,0.0005319148767739534,0.011495744809508324,0.014514893293380737,0.01471276581287384,0.14205531775951385,Iran
ID_B3ORMFDAYD1U,32.102285,48.429524,0.02084130421280861,0.04888478294014931,0.16179130971431732,0.11598043143749237,0.060704346746206284,0.08673477917909622,0.08828912675380707,0.12014348059892654,0.18921738862991333,0.2124326080083847,0.2210739105939865,0.22588695585727692,0.23642608523368835,0.0001804347848519683,0.0,0,0,0.0,0.00045652175322175026,0.006130434572696686,0.008915217593312263,0.00905434787273407,0.14042390882968903,Iran
ID_LDCQIN7Q7D3A,32.404298,48.276362,0.020197801291942596,0.06309230625629425,0.23260988295078278,0.16434285044670105,0.0786527469754219,0.1190604418516159,0.12154285609722137,0.1733153909444809,0.28942087292671204,0.32934287190437317,0.3420988917350769,0.3408142924308777,0.3466044068336487,0.00036043956060893834,0.0,0,0,0.0022505493834614754,0.00045164834591560066,0.006960439495742321,0.011015384458005428,0.01097912061959505,0.14680220186710358,Iran
ID_GXCBEEGED0L5,32.061591,48.198298,0.020500000566244125,0.11643655598163605,0.4029527008533478,0.3419301211833954,0.1501387059688568,0.20920430123806,0.2704096734523773,0.305390328168869,0.3280999958515167,0.3441150486469269,0.35853657126426697,0.35719138383865356,0.365013986825943,0.00016344085452146828,0.0,0,0,0.001101075322367251,0.0005000000237487257,0.015250537544488907,0.021035483106970787,0.024211827665567398,0.13697311282157898,Iran
ID_9DCL29DYP54J,32.124833,48.310228,0.020680850371718407,0.05942978709936142,0.24639786779880524,0.19134467840194702,0.07397021353244781,0.11238085478544235,0.12577658891677856,0.16840000450611115,0.2747829854488373,0.31388723850250244,0.3221531808376312,0.326676607131958,0.3303978741168976,1.7021277017192915e-05,0.0,0,0,0.0,0.00045744681847281754,0.007617021445184946,0.0114638302475214,0.01281702145934105,0.14312340319156647,Iran
ID_YNDJOQF1N0VW,32.415078,48.162904,0.01940000057220459,0.08367571234703064,0.33317285776138306,0.264052152633667,0.11878285557031631,0.16667857766151428,0.21520857512950897,0.24639928340911865,0.2762685716152191,0.29185929894447327,0.3046264350414276,0.3058914244174957,0.29156070947647095,0.0001485714310547337,0.0,0,0,0.0007314285612665117,0.0004985714331269264,0.01209285669028759,0.016902143135666847,0.02133285626769066,0.1369171440601349,Iran
ID_81HMDUBS3XH7,32.323091,48.275374,0.02008279599249363,0.05863440781831741,0.23629677295684814,0.19949784874916077,0.07504086196422577,0.10450107604265213,0.12476344406604767,0.15240752696990967,0.21553011238574982,0.24527418613433838,0.2561871111392975,0.25772902369499207,0.2596806585788727,9.56989242695272e-05,0.0,0,0,0.0,0.0004720430006273091,0.007691397797316313,0.010653763078153133,0.012730107642710209,0.14005053043365479,Iran
ID_AD3YDZL1XCH5,32.235415,48.55439,0.02070000022649765,0.07301522046327591,0.2958369553089142,0.2585391402244568,0.09698695689439774,0.14060869812965393,0.17231521010398865,0.207167387008667,0.2774347960948944,0.3044760823249817,0.31440433859825134,0.31343042850494385,0.31753912568092346,4.56521738669835e-05,0.0,0,0,0.0,0.00048478262033313513,0.009897826239466667,0.014321738854050636,0.016441304236650467,0.1372826099395752,Iran
ID_D7LUTUIQZ7FS,32.249249,48.334752,0.020710637792944908,0.048363830894231796,0.13841275870800018,0.09695957601070404,0.04989149048924446,0.06727021187543869,0.06627234071493149,0.09919361770153046,0.16883404552936554,0.19402553141117096,0.1951766014099121,0.20850850641727448,0.2206106334924698,0.00021276595361996442,0.0,0,0,0.0,0.00042127660708501935,0.00511914910748601,0.006889361888170242,0.006819149013608694,0.13565319776535034,Iran
ID_GT3TWM2QR2I7,32.381841,48.305018,0.02029787190258503,0.07155652344226837,0.3005000054836273,0.2542595863342285,0.08968935906887054,0.13262978196144104,0.16138723492622375,0.1999553143978119,0.27618297934532166,0.3107723295688629,0.3238212764263153,0.32649147510528564,0.3305255174636841,8.93617034307681e-05,0.0,0,0,0.0,0.0004765957419294864,0.009193616919219494,0.013506382703781128,0.015882978215813637,0.13877446949481964,Iran
ID_JFOA025TW7YZ,32.261107,48.177367,0.02058602124452591,0.04976559057831764,0.17260430753231049,0.11800645291805267,0.06058602035045624,0.08291935175657272,0.0823451578617096,0.11999354511499405,0.20065376162528992,0.22793333232402802,0.24094301462173462,0.24520108103752136,0.24907635152339935,0.0003215053875464946,0.0,0,0,0.0,0.0004268817137926817,0.006052688229829073,0.008165591396391392,0.008003225550055504,0.13981720805168152,Iran
ID_TDXUMBV0TZKA,32.33405,48.142513,0.020203260704874992,0.08449231088161469,0.2952097952365875,0.24245652556419373,0.10821086913347244,0.1485152244567871,0.18153369426727295,0.21285760402679443,0.2803412973880768,0.314656525850296,0.3285815119743347,0.3291521668434143,0.33463042974472046,0.00016304348537232727,0.0,0,0,0.0011130435159429908,0.0005065217264927924,0.01104725245386362,0.014707609079778194,0.01639130525290966,0.13329456746578217,Iran
ID_IKBRZSO6S1P2,32.137499,48.403383,0.020748935639858246,0.05569787323474884,0.1973191499710083,0.13493192195892334,0.05604255199432373,0.08407234400510788,0.08423616737127304,0.12950851023197174,0.2118489295244217,0.2393404245376587,0.2491702139377594,0.2544872462749481,0.2798404395580292,0.00016382978355977684,0.0,0,0,0.0,0.00046170211862772703,0.005755319260060787,0.008610637858510017,0.008602127432823181,0.13786382973194122,Iran
ID_TGWAMP5RB1MT,32.125372,48.41587,0.02075217477977276,0.041163042187690735,0.13013043999671936,0.08162826299667358,0.047165218740701675,0.06939565390348434,0.05768478289246559,0.09987391531467438,0.1909717321395874,0.22134999930858612,0.24615652859210968,0.23301304876804352,0.22251738607883453,0.0001804347848519683,0.0,0,0,0.0,0.0003869565261993557,0.004856521729379892,0.007080434821546078,0.005915217567235231,0.1513586938381195,Iran
ID_I786J48HNOGL,32.235954,48.439226,0.020538298413157463,0.044529788196086884,0.17497234046459198,0.10801701992750168,0.054236169904470444,0.08438510447740555,0.07439786940813065,0.128910630941391,0.2352510690689087,0.26327234506607056,0.2739616930484772,0.2812170088291168,0.2909957468509674,0.00031702127307653427,0.0,0,0,0.002178723458200693,0.00042127660708501935,0.004861702211201191,0.007978723384439945,0.007051063701510429,0.14106382429599762,Iran
ID_14WCNGIHOYTP,32.2382,48.51199,0.020668085664510727,0.07723191380500793,0.2754531800746918,0.23815956711769104,0.10266382992267609,0.13975532352924347,0.16643191874027252,0.19775106012821198,0.27945956587791443,0.31320852041244507,0.33203190565109253,0.32274681329727173,0.3292659521102905,4.893617006018758e-05,0.0,0,0,0.002178723458200693,0.0004872340359725058,0.00982553232461214,0.013857446610927582,0.01673191413283348,0.14280851185321808,Iran
ID_CU4UVAFIWB90,32.369264,48.259114,0.02011505328118801,0.050605375319719315,0.22576451301574707,0.16560214757919312,0.062286023050546646,0.09848817437887192,0.09750322252511978,0.14147204160690308,0.2820946276187897,0.3278365731239319,0.33692580461502075,0.3380053639411926,0.34158065915107727,6.881720764795318e-05,0.0,0,0,0.0,0.0004548387078102678,0.006376344244927168,0.010068817064166069,0.00995591375976801,0.142736554145813,Iran
ID_IDI3XZ7DNXUJ,32.331535,48.29343,0.020356521010398865,0.05069347843527794,0.22020652890205383,0.16593261063098907,0.06420217454433441,0.09692826122045517,0.10498260706663132,0.14508913457393646,0.22384564578533173,0.2508956491947174,0.26284998655319214,0.2671586871147156,0.28119346499443054,0.00011739130422938615,0.0,0,0,0.0,0.00046304348506964743,0.006589130498468876,0.009910869412124157,0.010782608762383461,0.13181087374687195,Iran
ID_HDJ154PTN4WK,32.338452,48.387573,0.020295744761824608,0.055746808648109436,0.22055745124816895,0.15052127838134766,0.060806382447481155,0.09542127698659897,0.08976595848798752,0.14643830060958862,0.2756255269050598,0.3172616958618164,0.3374936282634735,0.33708298206329346,0.3346255421638489,0.00010212766210315749,0.0,0,0,0.0,0.00043617020128294826,0.006202127784490585,0.009731914848089218,0.009189361706376076,0.13934467732906342,Iran
ID_2EJ4VD5HV22D,32.119802,48.21851,0.02056373655796051,0.07419450581073761,0.30843955278396606,0.2523076832294464,0.09842527657747269,0.1401439607143402,0.16969341039657593,0.20381978154182434,0.255061537027359,0.2777900993824005,0.2963967025279999,0.2979120910167694,0.30886703729629517,8.681319013703614e-05,0.0,0,0,0.0,0.000501098926179111,0.010068131610751152,0.014285714365541935,0.017314285039901733,0.13638901710510254,Iran
ID_451B8S6TAH0D,32.419031,48.140177,0.018896792083978653,0.07254010438919067,0.27044492959976196,0.20407326519489288,0.07650802284479141,0.10695668309926987,0.1405411809682846,0.16826844215393066,0.18499892950057983,0.19688288867473602,0.20255668461322784,0.2140529453754425,0.24537111818790436,5.989304918330163e-05,0.0,0,0,0.0010951871518045664,0.000509090896230191,0.007526738103479147,0.010648663155734539,0.014056684449315071,0.11413262039422989,Iran
ID_T2U7QHZU192N,32.207927,48.409492,0.020572340115904808,0.08423616737127304,0.26811277866363525,0.24372553825378418,0.10360212624073029,0.139095738530159,0.1660531908273697,0.20237872004508972,0.2672191560268402,0.29319998621940613,0.30309149622917175,0.30613192915916443,0.31484681367874146,0.0002382978709647432,0.0,0,0,0.002178723458200693,0.0004978723591193557,0.009617021307349205,0.013353191316127777,0.016208510845899582,0.14045318961143494,Iran
ID_UFOMZYH7ILXR,32.390195,48.528609,0.020234042778611183,0.07454042881727219,0.28996169567108154,0.2442914843559265,0.10339999943971634,0.14337871968746185,0.1734531968832016,0.20507872104644775,0.28568723797798157,0.3175382912158966,0.33326807618141174,0.3267170190811157,0.3196510672569275,0.0002510638441890478,0.0,0,0,0.0,0.0004936170298606157,0.010465957224369049,0.014514893293380737,0.017153192311525345,0.13733404874801636,Iran
ID_POQN1QKYTQOG,32.331984,48.305198,0.020351063460111618,0.107406385242939,0.35408085584640503,0.30628085136413574,0.12139999866485596,0.16602766513824463,0.20504042506217957,0.24469786882400513,0.27992767095565796,0.29498934745788574,0.31405317783355713,0.3124212622642517,0.32092979550361633,4.255319254298229e-06,0.0,0,0,0.0,0.0005000000237487257,0.012436170130968094,0.01688510552048683,0.020517021417617798,0.13621702790260315,Iran
ID_JYGY5MDK8EG0,32.257154,48.338974,0.020693616941571236,0.06444255262613297,0.15205532312393188,0.11265957355499268,0.0727829784154892,0.08839574456214905,0.08531702309846878,0.1199319139122963,0.17890425026416779,0.19892765581607819,0.2087085098028183,0.2110404223203659,0.22041915357112885,0.0003595744783524424,0.0,0,0,0.002178723458200693,0.0004510638245847076,0.005776595789939165,0.007589361630380154,0.007312765810638666,0.14309999346733093,Iran
ID_ITXKKEUFF85L,32.089888,48.236117,0.02054893597960472,0.058524467051029205,0.2412329763174057,0.1643468141555786,0.07615213096141815,0.10647659748792648,0.11717233806848526,0.157361701130867,0.23024681210517883,0.2555808424949646,0.27475106716156006,0.2817510664463043,0.30082446336746216,0.00015425532183144242,0.0,0,0,0.0010893617291003466,0.0004957446944899857,0.007329787127673626,0.0105648934841156,0.01167127676308155,0.12754787504673004,Iran
ID_S2MASZLR8RS5,32.133636,48.310228,0.02084347791969776,0.06510435044765472,0.25814783573150635,0.1960500031709671,0.08277608454227448,0.12083695828914642,0.13597391545772552,0.1777065247297287,0.27275869250297546,0.30780869722366333,0.3168521821498871,0.3223173916339874,0.3241804242134094,9.1304347733967e-05,0.0,0,0,0.0,0.0004608695744536817,0.008476086892187595,0.012315217405557632,0.013760869391262531,0.14114347100257874,Iran
ID_FS029OWRM6B0,32.229127,48.416499,0.020565956830978394,0.06268936395645142,0.23810425400733948,0.19322766363620758,0.07483617216348648,0.10827021300792694,0.12163829803466797,0.16204893589019775,0.2594255208969116,0.2959638237953186,0.30522552132606506,0.3100425601005554,0.3126361668109894,0.00022765957692172378,0.0,0,0,0.0,0.00045531915384344757,0.007499999832361937,0.010908510535955429,0.012287233956158161,0.14181488752365112,Iran
ID_ON1DPH4SL9FL,32.421905,48.175032,0.01897526904940605,0.06872472912073135,0.29505375027656555,0.22568440437316895,0.08503387123346329,0.12004999816417694,0.16125430166721344,0.18592365086078644,0.20214031636714935,0.21526505053043365,0.22277258336544037,0.23265430331230164,0.2502838671207428,0.00010752688103821129,0.0,0,0,0.001101075322367251,0.0005032258341088891,0.008567742072045803,0.012134408578276634,0.016295161098241806,0.12270645052194595,Iran
ID_JEUVGTQS8J6U,32.330906,48.253724,0.02006128989160061,0.07775869220495224,0.2683354914188385,0.2281171977519989,0.09905160963535309,0.1408548355102539,0.1643301099538803,0.20063871145248413,0.27960214018821716,0.30697742104530334,0.3189462423324585,0.31814947724342346,0.3185129165649414,5.806451736134477e-05,0.0,0,0,0.0,0.00047419354086741805,0.010164516046643257,0.014352688565850258,0.016654837876558304,0.14034301042556763,Iran
ID_32XPDMBKKJPM,32.33971,48.157515,0.020201075822114944,0.08345591276884079,0.3423774242401123,0.2714914083480835,0.10763870924711227,0.14594301581382751,0.1812301129102707,0.23175914585590363,0.27009570598602295,0.2902827858924866,0.30159032344818115,0.3129085898399353,0.31583547592163086,0.0002086021559080109,0.0,0,0,0.0,0.0004946236731484532,0.010216129012405872,0.014137634076178074,0.017736559733748436,0.13340644538402557,Iran
ID_1NHR4UWKB6TM,32.300723,48.38389,0.020363830029964447,0.06036808341741562,0.24617871642112732,0.16167020797729492,0.050670213997364044,0.0803595781326294,0.07611914724111557,0.12255744636058807,0.2577148973941803,0.3072936236858368,0.3255085051059723,0.32844680547714233,0.3276723325252533,1.7021277017192915e-05,0.0,0,0,0.0,0.00044468085980042815,0.005208510439842939,0.008214893750846386,0.007795744575560093,0.13470637798309326,Iran
ID_W1YK95LFF7LP,32.250866,48.556187,0.020693616941571236,0.05991489440202713,0.2761766016483307,0.23385532200336456,0.08213616907596588,0.11938085407018661,0.15112978219985962,0.1843595802783966,0.2480638325214386,0.28234466910362244,0.2927531898021698,0.29611700773239136,0.29833829402923584,0.0001191489354823716,0.0,0,0,0.0,0.0004744680773001164,0.008397872559726238,0.012178723700344563,0.015280851162970066,0.13813404738903046,Iran
ID_EHTAULQR4JR2,32.426577,48.322086,0.019093407317996025,0.09891977906227112,0.3592318594455719,0.2778681218624115,0.11104395240545273,0.1558549404144287,0.20175933837890625,0.23956483602523804,0.2705296576023102,0.2877659201622009,0.3056989014148712,0.31070658564567566,0.3148593306541443,0.00010989011207129806,0.0,0,0,0.0011252746917307377,0.0005000000237487257,0.011038461700081825,0.015580220147967339,0.020014286041259766,0.12798132002353668,Iran
ID_N10P79A0WR7U,32.207298,48.34643,0.02067021280527115,0.07210425287485123,0.25035956501960754,0.21645532548427582,0.08773829787969589,0.12734468281269073,0.14553403854370117,0.18296383321285248,0.26909786462783813,0.29977020621299744,0.31149575114250183,0.31078723073005676,0.3234446942806244,0.00013829786621499807,0.0,0,0,0.0,0.0004829787358175963,0.00899574439972639,0.013031914830207825,0.014838297851383686,0.14366595447063446,Iran
ID_S0RP6ANVY5AB,32.367378,48.259563,0.020108602941036224,0.06091398000717163,0.2522376477718353,0.20222042500972748,0.07777204364538193,0.1095290333032608,0.1286085993051529,0.15447203814983368,0.23132365942001343,0.2721010744571686,0.2852075397968292,0.2858290374279022,0.28776559233665466,5.161290391697548e-05,0.0,0,0,0.0,0.0004709677305072546,0.007982796058058739,0.011188171803951263,0.013006451539695263,0.13780967891216278,Iran
ID_EGH9P0R5EWKR,32.192566,48.272768,0.020500000566244125,0.08167340606451035,0.3157755434513092,0.26688724756240845,0.12228403985500336,0.1631510704755783,0.19956807792186737,0.21136170625686646,0.2698223292827606,0.2943361699581146,0.2966829836368561,0.3118468225002289,0.324936181306839,0.0002553191443439573,0.0,0,0,0.0010893617291003466,0.00051170215010643,0.012107446789741516,0.016308510676026344,0.019998935982584953,0.13087020814418793,Iran
ID_KSSDKA0UKVP1,32.422894,48.336549,0.019103296101093292,0.11517912149429321,0.3812131881713867,0.30530330538749695,0.12158790975809097,0.17450658977031708,0.22938351333141327,0.26466813683509827,0.3043340742588043,0.3240615427494049,0.34247031807899475,0.34615933895111084,0.33706703782081604,0.0,0.0,0,0,0.0,0.0004901099018752575,0.012434066273272038,0.01778901182115078,0.02184285782277584,0.13415823876857758,Iran
ID_NQ7VNQ3DGNJI,32.474277,48.24007,0.018795721232891083,0.08918074518442154,0.35381338000297546,0.29535937309265137,0.10980641841888428,0.14932887256145477,0.19074171781539917,0.2198454588651657,0.23406577110290527,0.24758075177669525,0.2600320875644684,0.26983368396759033,0.2699989378452301,0.00010695186938391998,0.0,0,0,0.0010951871518045664,0.0005229946691542864,0.010904277674853802,0.014921390451490879,0.019141176715493202,0.11948128044605255,Iran
ID_NL6IIXODK3JA,32.261915,48.406438,0.020702127367258072,0.07140637934207916,0.21697233617305756,0.17070850729942322,0.07970212399959564,0.11336595565080643,0.1203872337937355,0.15902766585350037,0.27803829312324524,0.3231574594974518,0.32958298921585083,0.3299276530742645,0.34418296813964844,0.00030638297903351486,0.0,0,0,0.002178723458200693,0.0004829787358175963,0.006397872231900692,0.009661702439188957,0.010310638695955276,0.1466829776763916,Iran
ID_55M997RTD8GD,32.38759,48.496179,0.020234042778611183,0.10323616862297058,0.3083702027797699,0.2611744701862335,0.12308510392904282,0.15936170518398285,0.19075745344161987,0.22492127120494843,0.28587445616722107,0.3165787160396576,0.3263914883136749,0.3283616900444031,0.3402170240879059,0.00028297872631810606,0.0,0,0,0.002178723458200693,0.0004872340359725058,0.010117021389305592,0.014044680632650852,0.01703616976737976,0.1372404247522354,Iran
ID_AX0WROGON0PP,32.234427,48.276991,0.02014468051493168,0.06726666539907455,0.23203298449516296,0.1944446861743927,0.0818372368812561,0.11711595952510834,0.1276361644268036,0.16280850768089294,0.25923722982406616,0.28833404183387756,0.30084043741226196,0.29926809668540955,0.30824682116508484,0.0001500000071246177,0.0,0,0,0.0,0.00046702128020115197,0.008496774360537529,0.011893616989254951,0.01298510655760765,0.14032979309558868,Iran
ID_SQC83HRXG6ID,32.077761,48.225337,0.020636171102523804,0.04795212671160698,0.19483190774917603,0.13075745105743408,0.05340531840920448,0.07969468086957932,0.08270318806171417,0.12434999644756317,0.19806702435016632,0.22363723814487457,0.23954574763774872,0.24779042601585388,0.2627478837966919,0.0001968085125554353,0.0,0,0,0.0,0.00047340424498543143,0.005470212548971176,0.008161702193319798,0.008411701768636703,0.13011382520198822,Iran
ID_6Q6523CE0MD1,32.438794,48.43177,0.018936559557914734,0.061672043055295944,0.26009246706962585,0.21603117883205414,0.07500214874744415,0.11130860447883606,0.13217312097549438,0.1634107530117035,0.23579677939414978,0.2648709714412689,0.2701430022716522,0.273417204618454,0.28239354491233826,3.2258063583867624e-05,0.0,0,0,0.0,0.0004698924603872001,0.007696774322539568,0.011355914175510406,0.013513978570699692,0.13133010268211365,Iran
ID_E3NOIAMZ0WGN,32.431967,48.162276,0.01898770034313202,0.10674652457237244,0.3493620455265045,0.28248876333236694,0.12793047726154327,0.171804279088974,0.2168828845024109,0.24591176211833954,0.26381391286849976,0.2779347598552704,0.29184332489967346,0.29278501868247986,0.30772674083709717,0.00010695186938391998,0.0,0,0,0.0010951871518045664,0.0005122994771227241,0.011583956889808178,0.016063636168837547,0.020710160955786705,0.12721550464630127,Iran
